Tree	-lnL	R(a)	R(b)	R(c)	R(d)	R(e)	gamma shape	Site	-lnL
								725	1.92223642
								726	1.19424018
								727	1.59465891
								728	1.92223642
								729	1.85857628
								730	1.85857628
								731	1.19424018
								732	1.92223642
								733	1.92223642
								734	1.85857628
								735	1.59465891
								736	1.19424018
								737	1.19424018
								738	1.92223642
								739	1.92223642
								740	1.85857628
								741	1.92223642
								742	1.85857628
								743	1.19424018
								744	1.92223642
								745	1.59465891
								746	1.59465891
								747	6.12839469
								748	1.19424018
								749	1.85857628
								750	1.92223642
								751	4.86499071
								752	5.01729908
								753	4.68909394
								754	1.85857628
								755	1.92223642
								756	1.92223642
								757	8.50725451
								758	1.19424018
								759	1.19424018
								760	1.92223642
								761	1.19424018
								762	4.56999548
								763	1.19424018
								764	1.85857628
								765	1.92223642
								766	1.92223642
								767	1.92223642
								768	1.59465891
								769	1.85857628
								770	1.19424018
								771	1.59465891
								772	1.19424018
								773	1.85857628
								774	1.85857628
								775	1.85857628
								776	1.85857628
								777	1.59465891
								778	1.85857628
								779	1.19424018
								780	4.34508737
								781	10.98670413
								782	6.58108443
								783	1.59465891
								784	1.19424018
								785	1.92223642
								786	1.19424018
								787	1.19424018
								788	1.19424018
								789	1.19424018
								790	6.12839469
								791	4.49375127
								792	1.19424018
								793	1.59465891
								794	1.92223642
								795	1.19424018
								796	1.85857628
								797	1.19424018
								798	6.27565394
								799	1.59465891
								800	1.59465891
								801	1.59465891
								802	1.85857628
								803	5.13536631
								804	1.19424018
								805	1.85857628
								806	1.92223642
								807	1.19424018
								808	1.19424018
								809	1.19424018
								810	4.58442218
								811	7.15672374
								812	1.85857628
								813	6.09806101
								814	1.19424018
								815	5.01729908
								816	1.33689192
								817	1.92223642
								818	1.92223642
								819	1.85857628
								820	7.54087029
								821	1.92223642
								822	1.19424018
								823	1.19424018
								824	1.92223642
								825	1.92223642
								826	6.48128067
								827	1.92223642
								828	1.92223642
								829	1.19424018
								830	1.85857628
								831	1.85857628
								832	1.85857628
								833	1.19424018
								834	1.92223642
								835	1.59465891
								836	1.19424018
								837	1.92223642
								838	1.85857628
								839	1.19424018
								840	1.19424018
								841	1.19424018
								842	4.34508737
								843	1.85857628
								844	1.19424018
								845	1.19424018
								846	1.92223642
								847	1.19424018
								848	4.68909394
								849	1.85857628
								850	1.19424018
								851	1.92223642
								852	1.19424018
								853	1.92223642
								854	1.85857628
								855	1.92223642
								856	1.59465891
								857	1.85857628
								858	1.85857628
								859	1.19424018
								860	1.92223642
								861	1.85857628
								862	1.85857628
								863	1.92223642
								864	1.19424018
								865	1.19424018
								866	1.59465891
								867	1.19424018
								868	5.68644195
								869	1.92223642
								870	1.92223642
								871	1.59465891
								872	1.59465891
								873	1.59465891
								874	1.85857628
								875	1.92223642
								876	1.19424018
								877	1.19424018
								878	1.92223642
								879	1.59465891
								880	1.92223642
								881	1.59465891
								882	1.92223642
								883	1.85857628
								884	1.19424018
								885	1.59465891
								886	1.19424018
								887	1.59465891
								888	1.19424018
								889	1.59465891
								890	1.59465891
								891	1.92223642
								892	1.59465891
								893	1.59465891
								894	1.59465891
								895	1.92223642
								896	1.85857628
								897	1.59465891
								898	1.19424018
								899	1.59465891
								900	1.59465891
								901	1.59465891
								902	1.85857628
								903	1.59465891
								904	4.58442218
								905	1.85857628
								906	1.59465891
								907	1.19424018
								908	1.19424018
								909	1.92223642
								910	4.49375127
								911	1.19424018
								912	1.85857628
								913	1.19424018
								914	5.25843457
								915	1.85857628
								916	1.85857628
								917	1.59465891
								918	1.19424018
								919	4.86499071
								920	6.09806101
								921	1.92223642
								922	5.68644195
								923	5.92364612
								924	6.96562324
								925	5.58047336
								926	6.97177630
								927	5.13536631
								928	1.85857628
								929	1.19424018
								930	1.19424018
								931	1.59465891
								932	1.56684899
								933	1.85857628
								934	1.19424018
								935	1.19424018
								936	1.19424018
								937	10.71887955
								938	5.96180110
								939	1.59465891
								940	4.34508737
								941	1.59465891
								942	5.13536631
								943	1.19424018
								944	6.12839469
								945	1.92223642
								946	1.59465891
								947	1.19424018
								948	1.85857628
								949	6.62497502
								950	1.85857628
								951	1.19424018
								952	1.85857628
								953	4.56999548
								954	1.85857628
								955	1.19424018
								956	1.92223642
								957	1.19424018
								958	5.01729908
								959	1.92223642
								960	1.19424018
								961	1.92223642
								962	4.86499071
								963	5.61883297
								964	1.19424018
								965	1.19424018
								966	1.92223642
								967	1.85857628
								968	1.59465891
								969	1.92223642
								970	1.85857628
								971	1.19424018
								972	1.19424018
								973	1.59465891
								974	1.19424018
								975	1.85857628
								976	1.92223642
								977	1.92223642
								978	1.85857628
								979	1.19424018
								980	1.19424018
								981	1.92223642
								982	4.76087744
								983	1.92223642
								984	1.85857628
								985	1.19424018
								986	1.59465891
								987	1.85857628
								988	1.92223642
								989	1.92223642
								990	1.19424018
								991	1.19424018
								992	1.19424018
								993	1.92223642
								994	1.85857628
								995	1.92223642
								996	1.59465891
								997	4.86499071
								998	1.59465891
								999	1.85857628
								1000	1.85857628
								1001	1.92223642
								1002	1.92223642
								1003	1.19424018
								1004	1.59465891
								1005	4.68909394
								1006	1.19424018
								1007	1.19424018
								1008	1.59465891
								1009	1.59465891
								1010	1.19424018
								1011	4.68909394
								1012	4.56999548
								1013	1.92223642
								1014	6.88559087
								1015	1.92223642
								1016	1.85857628
								1017	1.19424018
								1018	1.92223642
								1019	1.59465891
								1020	1.85857628
								1021	1.85857628
								1022	1.19424018
								1023	1.19424018
								1024	4.58442218
								1025	1.19424018
								1026	6.12839469
								1027	1.19424018
								1028	1.19424018
								1029	1.19424018
								1030	1.92223642
								1031	1.59465891
								1032	1.19424018
								1033	1.59465891
								1034	1.59465891
								1035	1.59465891
								1036	6.09806101
								1037	6.09806101
								1038	1.59465891
								1039	1.85857628
								1040	1.85857628
								1041	1.19424018
								1042	1.59465891
								1043	1.19424018
								1044	1.59465891
								1045	5.13536631
								1046	4.49375127
								1047	6.09806101
								1048	1.92223642
								1049	1.92223642
								1050	1.19424018
								1051	1.92223642
								1052	1.19424018
								1053	1.85857628
								1054	1.85857628
								1055	1.85857628
								1056	1.59465891
								1057	1.19424018
								1058	1.19424018
								1059	5.25843457
								1060	1.85857628
								1061	5.46004118
								1062	1.19424018
								1063	1.19424018
								1064	1.59465891
								1065	4.76087744
								1066	1.85857628
								1067	1.92223642
								1068	1.19424018
								1069	1.59465891
								1070	1.59465891
								1071	11.54319500
								1072	1.59465891
								1073	4.49375127
								1074	1.59465891
								1075	1.85857628
								1076	1.92223642
								1077	1.19424018
								1078	1.92223642
								1079	1.59465891
								1080	10.11971559
								1081	1.19424018
								1082	1.19424018
								1083	8.12238544
								1084	1.59465891
								1085	1.59465891
								1086	1.85857628
								1087	1.19424018
								1088	1.92223642
								1089	1.59465891
								1090	1.59465891
								1091	1.59465891
								1092	1.59465891
								1093	4.86499071
								1094	1.19424018
								1095	1.19424018
								1096	4.34508737
								1097	1.59465891
								1098	5.96180110
								1099	10.37552717
								1100	6.32619198
								1101	6.36530502
								1102	1.59465891
								1103	5.96180110
								1104	1.19424018
								1105	6.12839469
								1106	7.54087029
								1107	6.97177630
								1108	1.85857628
								1109	1.19424018
								1110	1.59465891
								1111	1.85857628
								1112	1.19424018
								1113	4.34508737
								1114	1.59465891
								1115	1.19424018
								1116	6.27565394
								1117	4.56999548
								1118	1.56684899
								1119	1.19424018
								1120	1.19424018
								1121	1.59465891
								1122	7.95969018
								1123	1.85857628
								1124	4.49375127
								1125	1.19424018
								1126	6.27565394
								1127	5.61883297
								1128	1.59465891
								1129	1.19424018
								1130	1.19424018
								1131	1.19424018
								1132	1.59465891
								1133	1.59465891
								1134	1.19424018
								1135	1.85857628
								1136	1.85857628
								1137	4.76087744
								1138	1.19424018
								1139	1.59465891
								1140	1.59465891
								1141	1.59465891
								1142	4.56999548
								1143	5.93429249
								1144	4.86499071
								1145	5.13536631
								1146	1.19424018
								1147	1.19424018
								1148	1.19424018
								1149	1.92223642
								1150	1.85857628
								1151	1.19424018
								1152	1.85857628
								1153	1.19424018
								1154	1.92223642
								1155	1.92223642
								1156	1.59465891
								1157	1.92223642
								1158	1.19424018
								1159	1.85857628
								1160	1.19424018
								1161	1.92223642
								1162	1.19424018
								1163	1.19424018
								1164	1.19424018
								1165	1.85857628
								1166	1.85857628
								1167	5.68644195
								1168	1.33689192
								1169	9.06622813
								1170	1.19424018
								1171	1.19424018
								1172	11.98562448
								1173	5.61883297
								1174	6.67730830
								1175	1.92223642
								1176	1.92223642
								1177	1.59465891
								1178	1.92223642
								1179	1.59465891
								1180	1.19424018
								1181	1.19424018
								1182	1.85857628
								1183	1.19424018
								1184	1.92223642
								1185	1.19424018
								1186	6.39267663
								1187	4.86499071
								1188	5.13536631
								1189	1.19424018
								1190	1.92223642
								1191	1.85857628
								1192	1.19424018
								1193	1.59465891
								1194	1.59465891
								1195	1.92223642
								1196	1.59465891
								1197	1.19424018
								1198	1.19424018
								1199	1.92223642
								1200	1.92223642
								1201	1.92223642
								1202	1.19424018
								1203	1.19424018
								1204	1.19424018
								1205	1.92223642
								1206	1.19424018
								1207	1.85857628
								1208	1.92223642
								1209	9.91670859
								1210	5.13536631
								1211	4.86499071
								1212	7.27309467
								1213	4.56999548
								1214	7.61224538
								1215	1.59465891
								1216	1.59465891
								1217	1.19424018
								1218	1.19424018
								1219	1.92223642
								1220	1.59465891
								1221	1.19424018
								1222	6.62497502
								1223	5.96125441
								1224	1.19424018
								1225	8.54294084
								1226	1.19424018
								1227	5.91250593
								1228	1.19424018
								1229	1.92223642
								1230	1.59465891
								1231	1.19424018
								1232	1.19424018
								1233	4.68909394
								1234	1.92223642
								1235	1.19424018
								1236	5.25843457
								1237	6.48128067
								1238	1.19424018
								1239	1.19424018
								1240	1.59465891
								1241	1.59465891
								1242	1.59465891
								1243	1.59465891
								1244	1.85857628
								1245	6.45942114
								1246	1.85857628
								1247	1.19424018
								1248	1.59465891
								1249	1.59465891
								1250	1.85857628
								1251	1.85857628
								1252	6.96562324
								1253	4.76087744
								1254	1.92223642
								1255	1.59465891
								1256	1.19424018
								1257	1.85857628
								1258	1.19424018
								1259	1.19424018
								1260	1.85857628
								1261	1.92223642
								1262	1.19424018
								1263	1.19424018
								1264	1.85857628
								1265	1.85857628
								1266	1.19424018
								1267	1.19424018
								1268	1.59465891
								1269	1.85857628
								1270	1.19424018
								1271	1.92223642
								1272	1.19424018
								1273	5.58047336
								1274	1.19424018
								1275	5.13536631
								1276	1.19424018
								1277	1.19424018
								1278	1.59465891
								1279	1.85857628
								1280	1.85857628
								1281	6.48128067
								1282	1.92223642
								1283	1.59465891
								1284	1.19424018
								1285	1.19424018
								1286	8.66379320
								1287	1.92223642
								1288	1.19424018
								1289	1.92223642
								1290	4.56999548
								1291	9.06292973
								1292	1.59465891
								1293	1.59465891
								1294	7.92495786
								1295	1.19424018
								1296	1.19424018
								1297	1.92223642
								1298	1.59465891
								1299	4.76087744
								1300	1.19424018
								1301	1.19424018
								1302	1.92223642
								1303	1.19424018
								1304	8.50725451
								1305	1.59465891
								1306	1.59465891
								1307	1.59465891
								1308	1.59465891
								1309	1.92223642
								1310	1.19424018
								1311	1.19424018
								1312	1.19424018
								1313	1.59465891
								1314	1.59465891
								1315	1.19424018
								1316	1.92223642
								1317	1.19424018
								1318	1.59465891
								1319	1.92223642
								1320	1.19424018
								1321	1.92223642
								1322	1.59465891
								1323	1.85857628
								1324	1.19424018
								1325	1.59465891
								1326	1.59465891
								1327	4.76087744
								1328	1.19424018
								1329	6.29954413
								1330	5.01729908
								1331	1.19424018
								1332	1.19424018
								1333	1.59465891
								1334	5.58047336
								1335	1.92223642
								1336	1.59465891
								1337	1.85857628
								1338	4.56999548
								1339	1.19424018
								1340	1.19424018
								1341	1.19424018
								1342	1.92223642
								1343	1.19424018
								1344	1.92223642
								1345	1.59465891
								1346	4.86499071
								1347	1.59465891
								1348	1.19424018
								1349	1.59465891
								1350	1.59465891
								1351	1.59465891
								1352	1.92223642
								1353	1.85857628
								1354	1.59465891
								1355	1.85857628
								1356	1.19424018
								1357	1.85857628
								1358	1.92223642
								1359	1.85857628
								1360	4.86499071
								1361	1.92223642
								1362	1.59465891
								1363	1.19424018
								1364	1.19424018
								1365	1.19424018
								1366	1.19424018
								1367	1.85857628
								1368	1.19424018
								1369	1.92223642
								1370	1.85857628
								1371	1.92223642
								1372	1.92223642
								1373	1.92223642
								1374	1.19424018
								1375	1.19424018
								1376	1.92223642
								1377	1.19424018
								1378	1.85857628
								1379	1.85857628
								1380	6.36530502
								1381	7.03677445
								1382	1.85857628
								1383	4.86499071
								1384	1.92223642
								1385	1.92223642
								1386	6.88559087
								1387	6.29954413
								1388	1.92223642
								1389	1.19424018
								1390	1.92223642
								1391	1.92223642
								1392	4.34508737
								1393	1.92223642
								1394	1.19424018
								1395	1.59465891
								1396	1.19424018
								1397	1.19424018
								1398	4.56999548
								1399	1.59465891
								1400	1.59465891
								1401	6.88559087
								1402	6.29954413
								1403	6.12839469
								1404	1.59465891
								1405	1.92223642
								1406	1.19424018
								1407	1.92223642
								1408	1.59465891
								1409	1.59465891
								1410	1.85857628
								1411	1.92223642
								1412	1.92223642
								1413	4.49375127
								1414	1.92223642
								1415	1.19424018
								1416	1.85857628
								1417	1.19424018
								1418	1.92223642
								1419	1.59465891
								1420	1.85857628
								1421	1.92223642
								1422	1.92223642
								1423	1.85857628
								1424	1.85857628
								1425	1.92223642
								1426	1.85857628
								1427	1.59465891
								1428	1.59465891
								1429	1.19424018
								1430	1.19424018
								1431	1.92223642
								1432	1.19424018
								1433	6.62497502
								1434	1.19424018
								1435	1.92223642
								1436	1.19424018
								1437	1.19424018
								1438	1.85857628
								1439	1.59465891
								1440	1.85857628
								1441	1.85857628
								1442	1.19424018
								1443	1.92223642
								1444	1.85857628
								1445	1.85857628
								1446	1.59465891
								1447	1.19424018
								1448	1.19424018
								1449	1.59465891
								1450	1.85857628
								1451	1.85857628
								1452	1.85857628
								1453	1.19424018
								1454	1.19424018
								1455	1.19424018
								1456	1.85857628
								1457	4.49375127
								1458	1.85857628
								1459	6.27565394
								1460	1.59465891
								1461	4.58442218
								1462	6.96562324
								1463	4.56999548
								1464	4.34508737
								1465	1.19424018
								1466	1.92223642
								1467	1.19424018
								1468	4.86499071
								1469	4.58442218
								1470	1.59465891
								1471	1.59465891
								1472	4.79671945
								1473	6.30789372
								1474	1.19424018
								1475	1.19424018
								1476	1.85857628
								1477	1.59465891
								1478	4.34508737
								1479	6.41274039
								1480	1.59465891
								1481	7.15672374
								1482	6.57384897
								1483	1.92223642
								1484	1.85857628
								1485	1.19424018
								1486	1.19424018
								1487	1.19424018
								1488	1.85857628
								1489	1.85857628
								1490	1.85857628
