Tree	-lnL	R(a)	R(b)	R(c)	R(d)	R(e)	gamma shape	Site	-lnL
								230	1.81565867
								231	1.96382185
								232	1.24881962
								233	4.70487484
								234	7.84955036
								235	1.24881962
								236	1.24881962
								237	4.54850753
								238	1.57106558
								239	1.81565867
								240	1.81565867
								241	1.81565867
								242	1.24881962
								243	1.96382185
								244	1.57106558
								245	1.24881962
								246	1.24881962
								247	1.81565867
								248	4.83244836
								249	1.24881962
								250	1.24881962
								251	1.57106558
								252	1.96382185
								253	1.24881962
								254	1.24881962
								255	1.24881962
								256	1.96382185
								257	1.81565867
								258	1.81565867
								259	4.70487484
								260	1.24881962
								261	1.24881962
								262	1.57106558
								263	1.81565867
								264	1.24881962
								265	1.24881962
								266	1.96382185
								267	1.57106558
								268	6.96456368
								269	1.24881962
								270	4.70487484
								271	4.63791199
								272	1.57106558
								273	4.52097175
								274	1.24881962
								275	4.83244836
								276	1.57106558
								277	1.57106558
								278	5.84432639
								279	5.76296913
								280	1.24881962
								281	1.96382185
								282	1.96382185
								283	1.96382185
								284	4.70487484
								285	1.81565867
								286	1.96382185
								287	1.96382185
								288	1.81565867
								289	1.57106558
								290	1.24881962
								291	1.24881962
								292	5.13680679
								293	1.81565867
								294	1.81565867
								295	1.57106558
								296	1.96382185
								297	1.81565867
								298	1.96382185
								299	1.57106558
								300	1.57106558
								301	1.24881962
								302	1.96382185
								303	1.57106558
								304	5.76296913
								305	1.24881962
								306	1.57106558
								307	1.57106558
								308	1.96382185
								309	1.57106558
								310	1.96382185
								311	1.96382185
								312	1.81565867
								313	1.57106558
								314	1.24881962
								315	4.38142560
								316	1.24881962
								317	1.57106558
								318	1.96382185
								319	1.24881962
								320	1.81565867
								321	1.81565867
								322	1.24881962
								323	4.83244836
								324	1.57106558
								325	1.57106558
								326	1.57106558
								327	5.81715422
								328	1.24881962
								329	1.96382185
								330	5.64416069
								331	5.22671994
								332	1.24881962
								333	1.24881962
								334	1.81565867
								335	1.24881962
								336	1.96382185
								337	1.24881962
								338	5.94077289
								339	9.09468169
								340	6.42241882
								341	1.57106558
								342	1.96382185
								343	1.96382185
								344	1.57106558
								345	1.96382185
								346	1.81565867
								347	1.24881962
								348	4.83244836
								349	1.24881962
								350	1.96382185
								351	1.24881962
								352	1.96382185
								353	1.81565867
								354	1.96382185
								355	1.81565867
								356	1.81565867
								357	1.81565867
								358	1.81565867
								359	1.24881962
								360	1.96382185
								361	1.24881962
								362	3.89969771
								363	3.89969771
								364	3.89969771
								365	1.54762107
								366	5.96394742
								367	1.57106558
								368	1.57106558
								369	1.57106558
								370	4.38142560
								371	1.24881962
								372	1.24881962
								373	1.81565867
								374	1.24881962
								375	1.24881962
								376	1.24881962
								377	1.96382185
								378	1.57106558
								379	1.81565867
								380	1.24881962
								381	1.24881962
								382	4.63791199
								383	5.81715422
								384	6.63885369
								385	4.52097175
								386	4.54850753
								387	1.24881962
								388	4.38142560
								389	1.57106558
								390	4.52097175
								391	4.80366340
								392	1.24881962
								393	1.96382185
								394	1.81565867
								395	4.52097175
								396	1.96382185
								397	1.81565867
								398	1.24881962
								399	4.83244836
								400	1.24881962
								401	1.24881962
								402	1.24881962
								403	1.24881962
								404	1.57106558
								405	1.81565867
								406	4.54850753
								407	7.31329584
								408	4.63791199
								409	1.96382185
								410	6.70172636
								411	1.81565867
								412	5.02465091
								413	5.81715422
								414	5.94923841
								415	1.24881962
								416	6.32624133
								417	1.24881962
								418	1.24881962
								419	1.24881962
								420	1.24881962
								421	1.81565867
								422	1.24881962
								423	6.07673732
								424	1.24881962
								425	1.57106558
								426	1.81565867
								427	1.24881962
								428	1.57106558
								429	1.96382185
								430	1.24881962
								431	1.24881962
								432	1.24881962
								433	1.96382185
								434	1.81565867
								435	1.96382185
								436	1.96382185
								437	1.57106558
								438	1.81565867
								439	1.81565867
								440	1.81565867
								441	1.24881962
								442	1.24881962
								443	6.42241882
								444	1.24881962
								445	6.62678624
								446	5.81715422
								447	1.81565867
								448	1.57106558
								449	1.81565867
								450	1.96382185
								451	1.24881962
								452	1.24881962
								453	6.62911643
								454	1.24881962
								455	1.57106558
								456	1.24881962
								457	1.57106558
								458	1.24881962
								459	1.24881962
								460	1.81565867
								461	1.24881962
								462	1.96382185
								463	1.57106558
								464	1.81565867
								465	4.63791199
								466	5.77034413
								467	1.96382185
								468	1.24881962
								469	1.57106558
								470	1.57106558
								471	1.57106558
								472	1.24881962
								473	1.24881962
								474	1.24881962
								475	1.57106558
								476	1.81565867
								477	1.96382185
								478	1.96382185
								479	1.96382185
								480	1.24881962
								481	1.81565867
								482	1.81565867
								483	1.24881962
								484	1.96382185
								485	1.24881962
								486	1.81565867
								487	1.24881962
								488	1.57106558
								489	1.57106558
								490	1.57106558
								491	1.57106558
								492	1.24881962
								493	1.57106558
								494	1.81565867
								495	1.24881962
								496	1.81565867
								497	1.96382185
								498	1.57106558
								499	5.64416069
								500	4.52097175
								501	1.24881962
								502	1.96382185
								503	1.57106558
								504	1.57106558
								505	1.57106558
								506	1.81565867
								507	1.24881962
								508	1.24881962
								509	1.24881962
								510	1.57106558
								511	5.94923841
								512	1.81565867
								513	4.54850753
								514	1.24881962
								515	1.24881962
								516	1.57106558
								517	1.24881962
								518	1.96382185
								519	1.81565867
								520	4.52097175
								521	4.83244836
								522	1.24881962
								523	1.24881962
								524	1.81565867
								525	6.74074203
								526	1.24881962
								527	1.24881962
								528	1.57106558
								529	1.24881962
								530	1.24881962
								531	7.46801159
								532	1.24881962
								533	1.57106558
								534	1.81565867
								535	1.96382185
								536	1.57106558
								537	1.81565867
								538	1.57106558
								539	1.96382185
								540	1.57106558
								541	1.57106558
								542	1.24881962
								543	1.96382185
								544	1.24881962
								545	1.24881962
								546	1.57106558
								547	1.24881962
								548	1.57106558
								549	1.81565867
								550	1.24881962
								551	1.57106558
								552	1.96382185
								553	1.24881962
								554	1.96382185
								555	1.57106558
								556	6.17972755
								557	1.24881962
								558	1.57106558
								559	1.24881962
								560	1.96382185
								561	1.57106558
								562	1.81565867
								563	1.81565867
								564	1.24881962
								565	1.24881962
								566	1.24881962
								567	1.24881962
								568	6.17972755
								569	1.81565867
								570	1.57106558
								571	1.24881962
								572	1.24881962
								573	1.24881962
								574	1.96382185
								575	1.96382185
								576	1.24881962
								577	1.57106558
								578	1.57106558
								579	1.81565867
								580	1.96382185
								581	1.96382185
								582	1.57106558
								583	1.96382185
								584	1.96382185
								585	1.81565867
								586	1.96382185
								587	1.57106558
								588	1.81565867
								589	1.81565867
								590	1.57106558
								591	1.24881962
								592	6.29981536
								593	1.24881962
								594	5.13680679
								595	1.57106558
								596	1.57106558
								597	5.44265426
								598	5.13680679
								599	1.57106558
								600	1.81565867
								601	1.24881962
								602	1.96382185
								603	1.24881962
								604	1.96382185
								605	1.96382185
								606	1.24881962
								607	1.96382185
								608	1.57106558
								609	1.57106558
								610	1.81565867
								611	1.96382185
								612	1.81565867
								613	4.52097175
								614	1.57106558
								615	1.81565867
								616	4.80366340
								617	1.81565867
								618	1.24881962
								619	1.24881962
								620	1.81565867
								621	1.57106558
								622	1.96382185
								623	1.24881962
								624	1.81565867
								625	1.24881962
								626	1.24881962
								627	1.24881962
								628	1.57106558
								629	1.57106558
								630	1.57106558
								631	1.57106558
								632	1.96382185
								633	6.24250929
								634	1.81565867
								635	1.57106558
								636	1.24881962
								637	1.24881962
								638	1.57106558
								639	1.57106558
								640	1.81565867
								641	1.57106558
								642	1.24881962
								643	1.57106558
								644	1.57106558
								645	6.10779085
								646	4.38142560
								647	1.57106558
								648	4.70487484
								649	1.57106558
								650	1.81565867
								651	1.81565867
								652	1.96382185
								653	1.57106558
								654	1.81565867
								655	1.57106558
								656	1.24881962
								657	1.96382185
								658	1.57106558
								659	1.57106558
								660	1.81565867
								661	1.24881962
								662	1.81565867
								663	1.24881962
								664	1.81565867
								665	1.24881962
								666	1.57106558
								667	1.57106558
								668	1.96382185
								669	1.57106558
								670	1.57106558
								671	1.24881962
								672	1.81565867
								673	1.57106558
								674	1.81565867
								675	1.81565867
								676	1.57106558
								677	1.24881962
								678	1.96382185
								679	1.57106558
								680	1.24881962
								681	1.24881962
								682	1.24881962
								683	1.57106558
								684	1.57106558
								685	1.57106558
								686	1.81565867
								687	1.96382185
								688	1.24881962
								689	6.29981536
								690	4.80366340
								691	1.24881962
								692	1.24881962
								693	1.96382185
								694	1.96382185
								695	5.76296913
								696	6.42405480
								697	1.24881962
								698	4.38142560
								699	4.83244836
								700	1.24881962
								701	1.24881962
								702	1.96382185
								703	1.81565867
								704	1.24881962
								705	1.24881962
								706	1.96382185
								707	1.57106558
								708	7.08443708
								709	1.57106558
								710	1.24881962
								711	1.24881962
								712	5.62567013
								713	5.13680679
								714	1.24881962
								715	1.57106558
								716	1.57106558
								717	1.57106558
								718	1.24881962
								719	1.57106558
								720	4.80366340
								721	1.81565867
								722	1.24881962
								723	1.24881962
								724	6.10779085
								725	1.96382185
								726	1.24881962
								727	1.57106558
								728	1.96382185
								729	1.81565867
								730	1.81565867
								731	1.24881962
								732	1.96382185
								733	1.96382185
								734	1.81565867
								735	1.57106558
								736	1.24881962
								737	1.24881962
								738	1.96382185
								739	1.96382185
								740	1.81565867
								741	1.96382185
								742	1.81565867
								743	1.24881962
								744	1.96382185
								745	1.57106558
								746	1.57106558
								747	5.76296913
								748	1.24881962
								749	1.81565867
								750	1.96382185
								751	4.83244836
								752	5.02465091
								753	4.80366340
								754	1.81565867
								755	1.96382185
								756	1.96382185
								757	8.53537305
								758	1.24881962
								759	1.24881962
								760	1.96382185
								761	1.24881962
								762	4.63791199
								763	1.24881962
								764	1.81565867
								765	1.96382185
								766	1.96382185
								767	1.96382185
								768	1.57106558
								769	1.81565867
								770	1.24881962
								771	1.57106558
								772	1.24881962
								773	1.81565867
								774	1.81565867
								775	1.81565867
								776	1.81565867
								777	1.57106558
								778	1.81565867
								779	1.24881962
								780	4.38142560
								781	10.79042897
								782	6.42241882
								783	1.57106558
								784	1.24881962
								785	1.96382185
								786	1.24881962
								787	1.24881962
								788	1.24881962
								789	1.24881962
								790	5.76296913
								791	4.52097175
								792	1.24881962
								793	1.57106558
								794	1.96382185
								795	1.24881962
								796	1.81565867
								797	1.24881962
								798	6.07673732
								799	1.57106558
								800	1.57106558
								801	1.57106558
								802	1.81565867
								803	5.13680679
								804	1.24881962
								805	1.81565867
								806	1.96382185
								807	1.24881962
								808	1.24881962
								809	1.24881962
								810	4.54850753
								811	6.96456368
								812	1.81565867
								813	5.94077289
								814	1.24881962
								815	5.02465091
								816	1.30552608
								817	1.96382185
								818	1.96382185
								819	1.81565867
								820	7.45333936
								821	1.96382185
								822	1.24881962
								823	1.24881962
								824	1.96382185
								825	1.96382185
								826	6.75532612
								827	1.96382185
								828	1.96382185
								829	1.24881962
								830	1.81565867
								831	1.81565867
								832	1.81565867
								833	1.24881962
								834	1.96382185
								835	1.57106558
								836	1.24881962
								837	1.96382185
								838	1.81565867
								839	1.24881962
								840	1.24881962
								841	1.24881962
								842	4.38142560
								843	1.81565867
								844	1.24881962
								845	1.24881962
								846	1.96382185
								847	1.24881962
								848	4.80366340
								849	1.81565867
								850	1.24881962
								851	1.96382185
								852	1.24881962
								853	1.96382185
								854	1.81565867
								855	1.96382185
								856	1.57106558
								857	1.81565867
								858	1.81565867
								859	1.24881962
								860	1.96382185
								861	1.81565867
								862	1.81565867
								863	1.96382185
								864	1.24881962
								865	1.24881962
								866	1.57106558
								867	1.24881962
								868	5.62567013
								869	1.96382185
								870	1.96382185
								871	1.57106558
								872	1.57106558
								873	1.57106558
								874	1.81565867
								875	1.96382185
								876	1.24881962
								877	1.24881962
								878	1.96382185
								879	1.57106558
								880	1.96382185
								881	1.57106558
								882	1.96382185
								883	1.81565867
								884	1.24881962
								885	1.57106558
								886	1.24881962
								887	1.57106558
								888	1.24881962
								889	1.57106558
								890	1.57106558
								891	1.96382185
								892	1.57106558
								893	1.57106558
								894	1.57106558
								895	1.96382185
								896	1.81565867
								897	1.57106558
								898	1.24881962
								899	1.57106558
								900	1.57106558
								901	1.57106558
								902	1.81565867
								903	1.57106558
								904	4.54850753
								905	1.81565867
								906	1.57106558
								907	1.24881962
								908	1.24881962
								909	1.96382185
								910	4.52097175
								911	1.24881962
								912	1.81565867
								913	1.24881962
								914	5.22671994
								915	1.81565867
								916	1.81565867
								917	1.57106558
								918	1.24881962
								919	4.83244836
								920	5.94077289
								921	1.96382185
								922	5.62567013
								923	6.04875676
								924	6.72008498
								925	5.81715422
								926	6.75231280
								927	5.13680679
								928	1.81565867
								929	1.24881962
								930	1.24881962
								931	1.57106558
								932	1.51792509
								933	1.81565867
								934	1.24881962
								935	1.24881962
								936	1.24881962
								937	10.75010700
								938	6.17972755
								939	1.57106558
								940	4.38142560
								941	1.57106558
								942	5.13680679
								943	1.24881962
								944	5.76296913
								945	1.96382185
								946	1.57106558
								947	1.24881962
								948	1.81565867
								949	6.39137941
								950	1.81565867
								951	1.24881962
								952	1.81565867
								953	4.63791199
								954	1.81565867
								955	1.24881962
								956	1.96382185
								957	1.24881962
								958	5.02465091
								959	1.96382185
								960	1.24881962
								961	1.96382185
								962	4.83244836
								963	5.44265426
								964	1.24881962
								965	1.24881962
								966	1.96382185
								967	1.81565867
								968	1.57106558
								969	1.96382185
								970	1.81565867
								971	1.24881962
								972	1.24881962
								973	1.57106558
								974	1.24881962
								975	1.81565867
								976	1.96382185
								977	1.96382185
								978	1.81565867
								979	1.24881962
								980	1.24881962
								981	1.96382185
								982	4.70487484
								983	1.96382185
								984	1.81565867
								985	1.24881962
								986	1.57106558
								987	1.81565867
								988	1.96382185
								989	1.96382185
								990	1.24881962
								991	1.24881962
								992	1.24881962
								993	1.96382185
								994	1.81565867
								995	1.96382185
								996	1.57106558
								997	4.83244836
								998	1.57106558
								999	1.81565867
								1000	1.81565867
								1001	1.96382185
								1002	1.96382185
								1003	1.24881962
								1004	1.57106558
								1005	4.80366340
								1006	1.24881962
								1007	1.24881962
								1008	1.57106558
								1009	1.57106558
								1010	1.24881962
								1011	4.80366340
								1012	4.63791199
								1013	1.96382185
								1014	7.03092203
								1015	1.96382185
								1016	1.81565867
								1017	1.24881962
								1018	1.96382185
								1019	1.57106558
								1020	1.81565867
								1021	1.81565867
								1022	1.24881962
								1023	1.24881962
								1024	4.54850753
								1025	1.24881962
								1026	5.76296913
								1027	1.24881962
								1028	1.24881962
								1029	1.24881962
								1030	1.96382185
								1031	1.57106558
								1032	1.24881962
								1033	1.57106558
								1034	1.57106558
								1035	1.57106558
								1036	5.94077289
								1037	5.94077289
								1038	1.57106558
								1039	1.81565867
								1040	1.81565867
								1041	1.24881962
								1042	1.57106558
								1043	1.24881962
								1044	1.57106558
								1045	5.13680679
								1046	4.52097175
								1047	5.94077289
								1048	1.96382185
								1049	1.96382185
								1050	1.24881962
								1051	1.96382185
								1052	1.24881962
								1053	1.81565867
								1054	1.81565867
								1055	1.81565867
								1056	1.57106558
								1057	1.24881962
								1058	1.24881962
								1059	5.22671994
								1060	1.81565867
								1061	5.33244053
								1062	1.24881962
								1063	1.24881962
								1064	1.57106558
								1065	4.70487484
								1066	1.81565867
								1067	1.96382185
								1068	1.24881962
								1069	1.57106558
								1070	1.57106558
								1071	11.08691644
								1072	1.57106558
								1073	4.52097175
								1074	1.57106558
								1075	1.81565867
								1076	1.96382185
								1077	1.24881962
								1078	1.96382185
								1079	1.57106558
								1080	10.02343135
								1081	1.24881962
								1082	1.24881962
								1083	8.18098225
								1084	1.57106558
								1085	1.57106558
								1086	1.81565867
								1087	1.24881962
								1088	1.96382185
								1089	1.57106558
								1090	1.57106558
								1091	1.57106558
								1092	1.57106558
								1093	4.83244836
								1094	1.24881962
								1095	1.24881962
								1096	4.38142560
								1097	1.57106558
								1098	6.17972755
								1099	10.34522902
								1100	6.42515206
								1101	6.29981536
								1102	1.57106558
								1103	6.17972755
								1104	1.24881962
								1105	5.76296913
								1106	7.45333936
								1107	6.75231280
								1108	1.81565867
								1109	1.24881962
								1110	1.57106558
								1111	1.81565867
								1112	1.24881962
								1113	4.38142560
								1114	1.57106558
								1115	1.24881962
								1116	6.07673732
								1117	4.63791199
								1118	1.51792509
								1119	1.24881962
								1120	1.24881962
								1121	1.57106558
								1122	8.11697513
								1123	1.81565867
								1124	4.52097175
								1125	1.24881962
								1126	6.07673732
								1127	5.44265426
								1128	1.57106558
								1129	1.24881962
								1130	1.24881962
								1131	1.24881962
								1132	1.57106558
								1133	1.57106558
								1134	1.24881962
								1135	1.81565867
								1136	1.81565867
								1137	4.70487484
								1138	1.24881962
								1139	1.57106558
								1140	1.57106558
								1141	1.57106558
								1142	4.63791199
								1143	6.24250929
								1144	4.83244836
								1145	5.13680679
								1146	1.24881962
								1147	1.24881962
								1148	1.24881962
								1149	1.96382185
								1150	1.81565867
								1151	1.24881962
								1152	1.81565867
								1153	1.24881962
								1154	1.96382185
								1155	1.96382185
								1156	1.57106558
								1157	1.96382185
								1158	1.24881962
								1159	1.81565867
								1160	1.24881962
								1161	1.96382185
								1162	1.24881962
								1163	1.24881962
								1164	1.24881962
								1165	1.81565867
								1166	1.81565867
								1167	5.62567013
								1168	1.30552608
								1169	9.20873632
								1170	1.24881962
								1171	1.24881962
								1172	11.87567196
								1173	5.44265426
								1174	6.60787970
								1175	1.96382185
								1176	1.96382185
								1177	1.57106558
								1178	1.96382185
								1179	1.57106558
								1180	1.24881962
								1181	1.24881962
								1182	1.81565867
								1183	1.24881962
								1184	1.96382185
								1185	1.24881962
								1186	5.97920232
								1187	4.83244836
								1188	5.13680679
								1189	1.24881962
								1190	1.96382185
								1191	1.81565867
								1192	1.24881962
								1193	1.57106558
								1194	1.57106558
								1195	1.96382185
								1196	1.57106558
								1197	1.24881962
								1198	1.24881962
								1199	1.96382185
								1200	1.96382185
								1201	1.96382185
								1202	1.24881962
								1203	1.24881962
								1204	1.24881962
								1205	1.96382185
								1206	1.24881962
								1207	1.81565867
								1208	1.96382185
								1209	9.49606788
								1210	5.13680679
								1211	4.83244836
								1212	7.54496449
								1213	4.63791199
								1214	7.34665129
								1215	1.57106558
								1216	1.57106558
								1217	1.24881962
								1218	1.24881962
								1219	1.96382185
								1220	1.57106558
								1221	1.24881962
								1222	6.39137941
								1223	5.77034413
								1224	1.24881962
								1225	8.67889696
								1226	1.24881962
								1227	5.73483931
								1228	1.24881962
								1229	1.96382185
								1230	1.57106558
								1231	1.24881962
								1232	1.24881962
								1233	4.80366340
								1234	1.96382185
								1235	1.24881962
								1236	5.22671994
								1237	6.75532612
								1238	1.24881962
								1239	1.24881962
								1240	1.57106558
								1241	1.57106558
								1242	1.57106558
								1243	1.57106558
								1244	1.81565867
								1245	6.30911158
								1246	1.81565867
								1247	1.24881962
								1248	1.57106558
								1249	1.57106558
								1250	1.81565867
								1251	1.81565867
								1252	6.72008498
								1253	4.70487484
								1254	1.96382185
								1255	1.57106558
								1256	1.24881962
								1257	1.81565867
								1258	1.24881962
								1259	1.24881962
								1260	1.81565867
								1261	1.96382185
								1262	1.24881962
								1263	1.24881962
								1264	1.81565867
								1265	1.81565867
								1266	1.24881962
								1267	1.24881962
								1268	1.57106558
								1269	1.81565867
								1270	1.24881962
								1271	1.96382185
								1272	1.24881962
								1273	5.81715422
								1274	1.24881962
								1275	5.13680679
								1276	1.24881962
								1277	1.24881962
								1278	1.57106558
								1279	1.81565867
								1280	1.81565867
								1281	6.75532612
								1282	1.96382185
								1283	1.57106558
								1284	1.24881962
								1285	1.24881962
								1286	8.21408938
								1287	1.96382185
								1288	1.24881962
								1289	1.96382185
								1290	4.63791199
								1291	9.09468169
								1292	1.57106558
								1293	1.57106558
								1294	7.58042211
								1295	1.24881962
								1296	1.24881962
								1297	1.96382185
								1298	1.57106558
								1299	4.70487484
								1300	1.24881962
								1301	1.24881962
								1302	1.96382185
								1303	1.24881962
								1304	8.53537305
								1305	1.57106558
								1306	1.57106558
								1307	1.57106558
								1308	1.57106558
								1309	1.96382185
								1310	1.24881962
								1311	1.24881962
								1312	1.24881962
								1313	1.57106558
								1314	1.57106558
								1315	1.24881962
								1316	1.96382185
								1317	1.24881962
								1318	1.57106558
								1319	1.96382185
								1320	1.24881962
								1321	1.96382185
								1322	1.57106558
								1323	1.81565867
								1324	1.24881962
								1325	1.57106558
								1326	1.57106558
								1327	4.70487484
								1328	1.24881962
								1329	6.49711661
								1330	5.02465091
								1331	1.24881962
								1332	1.24881962
								1333	1.57106558
								1334	5.81715422
								1335	1.96382185
								1336	1.57106558
								1337	1.81565867
								1338	4.63791199
								1339	1.24881962
								1340	1.24881962
								1341	1.24881962
								1342	1.96382185
								1343	1.24881962
								1344	1.96382185
								1345	1.57106558
								1346	4.83244836
								1347	1.57106558
								1348	1.24881962
								1349	1.57106558
								1350	1.57106558
								1351	1.57106558
								1352	1.96382185
								1353	1.81565867
								1354	1.57106558
								1355	1.81565867
								1356	1.24881962
								1357	1.81565867
								1358	1.96382185
								1359	1.81565867
								1360	4.83244836
								1361	1.96382185
								1362	1.57106558
								1363	1.24881962
								1364	1.24881962
								1365	1.24881962
								1366	1.24881962
								1367	1.81565867
								1368	1.24881962
								1369	1.96382185
								1370	1.81565867
								1371	1.96382185
								1372	1.96382185
								1373	1.96382185
								1374	1.24881962
								1375	1.24881962
								1376	1.96382185
								1377	1.24881962
								1378	1.81565867
								1379	1.81565867
								1380	6.29981536
								1381	6.99764902
								1382	1.81565867
								1383	4.83244836
								1384	1.96382185
								1385	1.96382185
								1386	7.03092203
								1387	6.49711661
								1388	1.96382185
								1389	1.24881962
								1390	1.96382185
								1391	1.96382185
								1392	4.38142560
								1393	1.96382185
								1394	1.24881962
								1395	1.57106558
								1396	1.24881962
								1397	1.24881962
								1398	4.63791199
								1399	1.57106558
								1400	1.57106558
								1401	7.03092203
								1402	6.49711661
								1403	5.76296913
								1404	1.57106558
								1405	1.96382185
								1406	1.24881962
								1407	1.96382185
								1408	1.57106558
								1409	1.57106558
								1410	1.81565867
								1411	1.96382185
								1412	1.96382185
								1413	4.52097175
								1414	1.96382185
								1415	1.24881962
								1416	1.81565867
								1417	1.24881962
								1418	1.96382185
								1419	1.57106558
								1420	1.81565867
								1421	1.96382185
								1422	1.96382185
								1423	1.81565867
								1424	1.81565867
								1425	1.96382185
								1426	1.81565867
								1427	1.57106558
								1428	1.57106558
								1429	1.24881962
								1430	1.24881962
								1431	1.96382185
								1432	1.24881962
								1433	6.39137941
								1434	1.24881962
								1435	1.96382185
								1436	1.24881962
								1437	1.24881962
								1438	1.81565867
								1439	1.57106558
								1440	1.81565867
								1441	1.81565867
								1442	1.24881962
								1443	1.96382185
								1444	1.81565867
								1445	1.81565867
								1446	1.57106558
								1447	1.24881962
								1448	1.24881962
								1449	1.57106558
								1450	1.81565867
								1451	1.81565867
								1452	1.81565867
								1453	1.24881962
								1454	1.24881962
								1455	1.24881962
								1456	1.81565867
								1457	4.52097175
								1458	1.81565867
								1459	6.07673732
								1460	1.57106558
								1461	4.54850753
								1462	6.72008498
								1463	4.63791199
								1464	4.38142560
								1465	1.24881962
								1466	1.96382185
								1467	1.24881962
								1468	4.83244836
								1469	4.54850753
								1470	1.57106558
								1471	1.57106558
								1472	4.64990258
								1473	5.90615514
								1474	1.24881962
								1475	1.24881962
								1476	1.81565867
								1477	1.57106558
								1478	4.38142560
								1479	6.32624133
								1480	1.57106558
								1481	6.96456368
								1482	6.42405480
								1483	1.96382185
								1484	1.81565867
								1485	1.24881962
								1486	1.24881962
								1487	1.24881962
								1488	1.81565867
								1489	1.81565867
								1490	1.81565867
