Tree	-lnL	R(a)	R(b)	R(c)	R(d)	R(e)	gamma shape	Site	-lnL
								2391	2.22615249
								2392	1.41023868
								2393	1.71609329
								2394	2.22615249
								2395	1.71609329
								2396	1.71609329
								2397	2.22615249
								2398	2.22615249
								2399	1.41023868
								2400	1.71609329
								2401	1.48533494
								2402	1.41023868
								2403	2.22615249
								2404	2.22615249
								2405	1.41023868
								2406	1.48533494
								2407	1.41023868
								2408	1.71609329
								2409	1.48533494
								2410	1.48533494
								2411	1.48533494
								2412	5.12503765
								2413	1.41023868
								2414	1.71609329
								2415	2.22615249
								2416	2.22615249
								2417	1.71609329
								2418	2.22615249
								2419	1.48533494
								2420	1.41023868
								2421	2.22615249
								2422	1.48533494
								2423	1.48533494
								2424	2.22615249
								2425	1.48533494
								2426	1.71609329
								2427	1.41023868
								2428	1.71609329
								2429	6.04225680
								2430	1.41023868
								2431	1.41023868
								2432	1.41023868
								2433	2.22615249
								2434	2.22615249
								2435	1.71609329
								2436	1.71609329
								2437	1.48533494
								2438	2.22615249
								2439	1.71609329
								2440	1.71609329
								2441	1.71609329
								2442	2.22615249
								2443	1.71609329
								2444	1.71609329
								2445	1.48533494
								2446	1.41023868
								2447	1.41023868
								2448	1.48533494
								2449	2.22615249
								2450	1.41023868
								2451	1.71609329
								2452	1.71609329
								2453	1.41023868
								2454	1.41023868
								2455	1.41023868
								2456	2.22615249
								2457	1.71609329
								2458	1.48533494
								2459	1.48533494
								2460	1.71609329
								2461	1.41023868
								2462	1.48533494
								2463	2.22615249
								2464	1.71609329
								2465	2.22615249
								2466	1.41023868
								2467	1.71609329
								2468	1.48533494
								2469	1.71609329
								2470	2.22615249
								2471	1.41023868
								2472	2.22615249
								2473	1.71609329
								2474	1.71609329
								2475	1.48533494
								2476	1.41023868
								2477	2.22615249
								2478	1.41023868
								2479	1.48533494
								2480	1.48533494
								2481	2.22615249
								2482	2.22615249
								2483	1.41023868
								2484	2.22615249
								2485	4.58680797
								2486	1.41023868
								2487	1.41023868
								2488	1.71609329
								2489	1.48533494
								2490	1.48533494
								2491	1.41023868
								2492	2.22615249
								2493	2.22615249
								2494	1.71609329
								2495	1.48533494
								2496	2.22615249
								2497	2.22615249
								2498	1.71609329
								2499	1.71609329
								2500	1.71609329
								2501	1.48533494
								2502	1.71609329
								2503	1.41023868
								2504	1.71609329
								2505	1.48533494
								2506	1.71609329
								2507	7.12238266
								2508	5.62110631
								2509	5.884e-15
								2510	1.71609329
								2511	6.51479690
								2512	6.33442046
								2513	5.39740323
								2514	9.92142324
								2515	5.39740323
								2516	1.71609329
								2517	1.71609329
								2518	5.62110631
								2519	1.48533494
								2520	1.71609329
								2521	1.48533494
								2522	1.48533494
								2523	1.48533494
								2524	1.71609329
								2525	2.22615249
								2526	1.71609329
								2527	1.41023868
								2528	1.48533494
								2529	2.22615249
								2530	1.41023868
								2531	1.41023868
								2532	1.41023868
								2533	2.22615249
								2534	5.12503765
								2535	1.41023868
								2536	1.48533494
								2537	1.41023868
								2538	1.41023868
								2539	2.22615249
								2540	1.41023868
								2541	2.22615249
								2542	1.41023868
								2543	1.41023868
								2544	1.41023868
								2545	5.27763575
								2546	7.13931357
								2547	5.66034945
								2548	2.22615249
								2549	2.22615249
								2550	1.48533494
								2551	1.48533494
								2552	4.46495192
								2553	1.41023868
								2554	1.48533494
								2555	1.71609329
								2556	1.71609329
								2557	1.48533494
								2558	4.62823959
								2559	1.48533494
								2560	1.41023868
								2561	1.41023868
								2562	1.41023868
								2563	2.22615249
								2564	1.48533494
								2565	2.22615249
								2566	1.48533494
								2567	1.48533494
								2568	5.08197268
								2569	10.65890006
								2570	10.49187403
								2571	4.58680797
								2572	4.62823959
								2573	4.62823959
								2574	1.41023868
								2575	1.71609329
								2576	2.22615249
								2577	1.41023868
								2578	1.71609329
								2579	1.41023868
								2580	5.27763575
								2581	6.54878340
								2582	1.41023868
								2583	1.71609329
								2584	1.48533494
								2585	1.71609329
								2586	1.48533494
								2587	1.41023868
								2588	1.41023868
								2589	5.62110631
								2590	4.46495192
								2591	4.46495192
								2592	5.47379251
								2593	6.43603383
								2594	5.54140522
								2595	9.11679320
								2596	9.94332272
								2597	5.39740323
								2598	6.09138592
								2599	7.25615192
								2600	1.48533494
								2601	1.48533494
								2602	10.65890006
								2603	1.41023868
								2604	6.35390951
								2605	1.41023868
								2606	5.11037400
								2607	1.48533494
								2608	5.11037400
								2609	4.62823959
								2610	1.48533494
								2611	6.54878340
								2612	1.48533494
								2613	1.41023868
								2614	1.41023868
								2615	2.22615249
								2616	1.41023868
								2617	1.41023868
								2618	8.35544696
								2619	1.41023868
								2620	2.22615249
								2621	6.94561537
								2622	2.22615249
								2623	4.46495192
								2624	4.46495192
								2625	1.71609329
								2626	2.22615249
								2627	1.71609329
								2628	1.71609329
								2629	1.41023868
								2630	1.41023868
								2631	2.22615249
								2632	1.41023868
								2633	1.71609329
								2634	2.22615249
								2635	2.22615249
								2636	1.48533494
								2637	1.41023868
								2638	2.22615249
								2639	1.41023868
								2640	2.22615249
								2641	1.48533494
								2642	1.48533494
								2643	1.48533494
								2644	2.22615249
								2645	2.22615249
								2646	4.46495192
								2647	1.41023868
								2648	1.41023868
								2649	1.71609329
								2650	6.61486907
								2651	2.22615249
								2652	1.48533494
								2653	1.41023868
								2654	1.71609329
								2655	1.41023868
								2656	1.41023868
								2657	1.41023868
								2658	1.41023868
								2659	4.45188375
								2660	1.71609329
								2661	1.71609329
								2662	1.41023868
								2663	1.41023868
								2664	4.62823959
								2665	4.74011794
								2666	1.48533494
								2667	1.71609329
								2668	1.71609329
								2669	1.71609329
								2670	1.41023868
								2671	6.03714691
								2672	1.41023868
								2673	6.94561537
								2674	1.71609329
								2675	1.48533494
								2676	1.41023868
								2677	2.22615249
								2678	1.41023868
								2679	2.22615249
								2680	2.22615249
								2681	1.71609329
								2682	1.71609329
								2683	1.48533494
								2684	1.41023868
								2685	1.41023868
								2686	4.58680797
								2687	4.46495192
								2688	1.48533494
								2689	1.48533494
								2690	1.71609329
								2691	1.48533494
								2692	1.71609329
								2693	1.71609329
								2694	1.48533494
								2695	1.71609329
								2696	1.71609329
								2697	5.54140522
								2698	1.41023868
								2699	1.48533494
								2700	1.41023868
								2701	4.62823959
								2702	8.35544696
								2703	1.41023868
								2704	5.42448140
								2705	5.66034945
								2706	5.11037400
								2707	1.48533494
								2708	4.45188375
								2709	4.74011794
								2710	1.71609329
								2711	5.45961543
								2712	6.99342671
								2713	5.07384644
								2714	5.11037400
								2715	1.41023868
								2716	1.41023868
								2717	1.48533494
								2718	1.48533494
								2719	1.71609329
								2720	5.11037400
								2721	1.48533494
								2722	1.71609329
								2723	5.66034945
								2724	1.48533494
								2725	1.71609329
								2726	1.48533494
								2727	1.48533494
								2728	1.71609329
								2729	1.48533494
								2730	1.41023868
								2731	4.58680797
								2732	4.46495192
								2733	8.72054666
								2734	1.71609329
								2735	1.41023868
								2736	4.45188375
								2737	1.48533494
								2738	6.06608536
								2739	1.41023868
								2740	4.46495192
								2741	5.44161640
								2742	1.48533494
								2743	1.71609329
								2744	1.41023868
								2745	1.41023868
								2746	1.71609329
								2747	1.48533494
								2748	2.22615249
								2749	1.48533494
								2750	8.22130546
								2751	1.41023868
								2752	1.71609329
								2753	5.72558926
								2754	2.22615249
								2755	1.48533494
								2756	1.41023868
								2757	1.71609329
								2758	1.71609329
								2759	4.45188375
								2760	1.48533494
								2761	1.71609329
								2762	1.41023868
								2763	1.41023868
								2764	1.71609329
								2765	2.22615249
								2766	4.33981954
								2767	1.71609329
								2768	8.14564821
								2769	1.41023868
								2770	1.48533494
								2771	5.25850592
								2772	2.22615249
								2773	1.41023868
								2774	1.41023868
								2775	1.48533494
								2776	2.22615249
								2777	1.41023868
								2778	1.41023868
								2779	1.41023868
								2780	1.41023868
								2781	1.41023868
								2782	1.71609329
								2783	5.02512084
								2784	5.11037400
								2785	1.71609329
								2786	1.41023868
								2787	2.22615249
								2788	2.22615249
								2789	1.48533494
								2790	1.71609329
								2791	1.41023868
								2792	6.32381087
								2793	1.41023868
								2794	5.02512084
								2795	1.41023868
								2796	1.48533494
								2797	1.41023868
								2798	1.41023868
								2799	1.48533494
								2800	1.71609329
								2801	1.41023868
								2802	1.48533494
								2803	2.22615249
								2804	5.11037400
								2805	1.41023868
								2806	1.41023868
								2807	4.74011794
								2808	2.22615249
								2809	2.22615249
								2810	6.51048470
								2811	1.48533494
								2812	1.48533494
								2813	6.40213612
								2814	1.41023868
								2815	1.41023868
								2816	5.11037400
								2817	6.99342671
								2818	1.71609329
								2819	5.68353765
								2820	2.22615249
								2821	1.71609329
								2822	1.41023868
								2823	2.22615249
								2824	2.22615249
								2825	1.48533494
								2826	1.48533494
								2827	1.48533494
								2828	1.48533494
								2829	1.71609329
								2830	4.74011794
								2831	4.33981954
								2832	2.22615249
								2833	2.22615249
								2834	10.22944188
								2835	1.48533494
								2836	1.71609329
								2837	1.41023868
								2838	5.25850592
								2839	1.71609329
								2840	1.41023868
								2841	1.48533494
								2842	1.41023868
								2843	7.12238266
								2844	1.48533494
								2845	1.48533494
								2846	4.33981954
								2847	1.71609329
								2848	1.71609329
								2849	4.45188375
								2850	2.22615249
								2851	1.48533494
								2852	4.46495192
								2853	2.22615249
								2854	1.41023868
								2855	1.48533494
								2856	2.22615249
								2857	1.48533494
								2858	6.35390951
								2859	6.25780816
								2860	1.71609329
								2861	1.41023868
								2862	1.41023868
								2863	1.41023868
								2864	4.62823959
								2865	1.48533494
								2866	1.71609329
								2867	6.51048470
								2868	1.71609329
								2869	1.71609329
								2870	1.48533494
								2871	1.41023868
								2872	1.48533494
								2873	5.25850592
								2874	1.41023868
								2875	1.41023868
								2876	1.41023868
								2877	2.22615249
								2878	1.41023868
								2879	6.99342671
								2880	1.48533494
								2881	1.48533494
								2882	1.48533494
								2883	5.25850592
								2884	1.71609329
								2885	1.41023868
								2886	1.41023868
								2887	1.41023868
								2888	1.41023868
								2889	1.48533494
								2890	1.48533494
								2891	8.38110974
								2892	10.13872412
								2893	1.48533494
								2894	8.39889110
								2895	1.41023868
								2896	1.48533494
								2897	7.89664728
								2898	1.71609329
								2899	1.48533494
								2900	8.14564821
								2901	1.41023868
								2902	1.48533494
								2903	1.48533494
								2904	1.41023868
								2905	5.02512084
								2906	5.25850592
								2907	4.62823959
								2908	4.45188375
								2909	1.48533494
								2910	1.48533494
								2911	1.71609329
								2912	1.48533494
								2913	1.71609329
								2914	1.41023868
								2915	4.33981954
								2916	1.41023868
								2917	1.71609329
								2918	4.45188375
								2919	4.74011794
								2920	5.07384644
								2921	1.48533494
								2922	8.76804742
								2923	1.48533494
								2924	1.48533494
								2925	1.48533494
								2926	1.48533494
								2927	9.04954807
								2928	4.74011794
								2929	1.48533494
								2930	1.48533494
								2931	4.58680797
								2932	1.71609329
								2933	1.41023868
								2934	2.22615249
								2935	1.48533494
								2936	6.43603383
								2937	1.48533494
								2938	1.71609329
								2939	4.33981954
								2940	1.41023868
								2941	1.48533494
								2942	5.11037400
								2943	1.41023868
								2944	1.71609329
								2945	5.62110631
								2946	2.22615249
								2947	1.48533494
								2948	5.44161640
								2949	1.48533494
								2950	1.71609329
								2951	9.94332272
								2952	5.25850592
								2953	1.71609329
								2954	1.41023868
								2955	5.11037400
								2956	1.71609329
								2957	1.41023868
								2958	1.71609329
								2959	2.22615249
								2960	1.41023868
								2961	1.41023868
								2962	1.48533494
								2963	1.48533494
								2964	1.48533494
								2965	1.48533494
								2966	1.48533494
								2967	1.48533494
								2968	1.71609329
								2969	1.48533494
								2970	1.48533494
								2971	1.48533494
								2972	1.48533494
								2973	1.41023868
								2974	1.71609329
								2975	7.18260153
								2976	1.48533494
								2977	1.48533494
								2978	1.48533494
								2979	1.41023868
								2980	1.41023868
								2981	1.48533494
								2982	1.48533494
								2983	1.48533494
								2984	1.48533494
								2985	1.48533494
								2986	1.71609329
								2987	5.72558926
								2988	5.45961543
								2989	1.71609329
								2990	1.48533494
								2991	1.41023868
								2992	1.41023868
								2993	6.48836557
								2994	1.48533494
								2995	1.71609329
								2996	5.25850592
								2997	1.41023868
								2998	1.41023868
								2999	5.11037400
								3000	6.33442046
								3001	1.71609329
								3002	4.62823959
								3003	2.22615249
								3004	2.22615249
								3005	1.48533494
								3006	1.48533494
								3007	1.71609329
								3008	1.48533494
								3009	1.48533494
								3010	1.71609329
								3011	1.41023868
								3012	1.71609329
								3013	1.71609329
								3014	6.09138592
								3015	1.41023868
								3016	1.71609329
								3017	5.68353765
								3018	1.48533494
								3019	1.71609329
								3020	4.62823959
								3021	2.22615249
								3022	1.48533494
								3023	4.33981954
								3024	1.41023868
								3025	1.48533494
								3026	7.45273854
								3027	1.71609329
								3028	1.48533494
								3029	9.05326680
								3030	1.41023868
								3031	2.22615249
								3032	1.48533494
								3033	1.48533494
								3034	1.71609329
								3035	1.41023868
								3036	5.45961543
								3037	1.48533494
								3038	1.48533494
								3039	2.22615249
								3040	1.71609329
								3041	5.02512084
								3042	1.71609329
								3043	1.41023868
								3044	1.48533494
								3045	1.71609329
								3046	1.48533494
								3047	8.22130546
								3048	1.41023868
								3049	1.71609329
								3050	1.48533494
								3051	1.48533494
								3052	1.71609329
								3053	6.35390951
								3054	1.71609329
								3055	2.22615249
								3056	1.41023868
								3057	1.71609329
								3058	1.48533494
								3059	1.41023868
								3060	2.22615249
								3061	2.22615249
								3062	6.09597627
								3063	1.71609329
								3064	2.22615249
								3065	5.39740323
								3066	2.22615249
								3067	1.48533494
								3068	1.41023868
								3069	1.71609329
								3070	1.48533494
								3071	6.25780816
								3072	1.41023868
								3073	1.41023868
								3074	1.48533494
								3075	1.71609329
								3076	1.48533494
								3077	6.76509893
								3078	1.41023868
								3079	1.41023868
								3080	1.48533494
								3081	1.71609329
								3082	1.41023868
								3083	1.48533494
								3084	2.22615249
								3085	1.48533494
								3086	5.11037400
								3087	6.48836557
								3088	1.71609329
								3089	6.99342671
								3090	1.41023868
								3091	1.71609329
								3092	1.48533494
								3093	2.22615249
								3094	2.22615249
								3095	5.25850592
								3096	5.12503765
								3097	1.48533494
								3098	1.41023868
								3099	6.40213612
								3100	1.71609329
								3101	7.23362592
								3102	1.48533494
								3103	2.22615249
								3104	1.41023868
								3105	2.22615249
								3106	1.48533494
								3107	1.41023868
								3108	2.22615249
								3109	1.71609329
								3110	1.41023868
								3111	2.22615249
								3112	1.48533494
								3113	1.48533494
								3114	1.48533494
								3115	1.41023868
								3116	1.41023868
								3117	1.41023868
								3118	1.48533494
								3119	4.74011794
								3120	1.41023868
								3121	1.71609329
								3122	4.33981954
								3123	1.71609329
								3124	1.48533494
								3125	1.41023868
								3126	1.71609329
								3127	1.41023868
								3128	6.40931714
								3129	2.22615249
								3130	1.41023868
								3131	1.41023868
								3132	5.12503765
								3133	1.71609329
								3134	1.48533494
								3135	1.41023868
								3136	1.48533494
								3137	6.33442046
								3138	4.33981954
								3139	4.46495192
								3140	6.75032679
								3141	2.22615249
								3142	1.48533494
								3143	1.48533494
								3144	6.25780816
								3145	1.71609329
								3146	5.62110631
								3147	1.41023868
								3148	1.71609329
								3149	5.44161640
								3150	4.33981954
								3151	1.71609329
								3152	4.74011794
								3153	4.45188375
								3154	1.71609329
								3155	5.54140522
								3156	1.71609329
								3157	1.48533494
								3158	1.41023868
								3159	5.66034945
								3160	5.07384644
								3161	5.54140522
								3162	5.44161640
								3163	1.71609329
								3164	1.41023868
								3165	1.48533494
								3166	1.71609329
								3167	9.16656802
								3168	1.41023868
								3169	1.71609329
								3170	6.75032679
								3171	1.41023868
								3172	5.85894960
								3173	6.43603383
								3174	2.22615249
								3175	2.22615249
								3176	5.11037400
								3177	1.71609329
								3178	1.48533494
								3179	7.45273854
								3180	1.71609329
								3181	1.71609329
								3182	5.42448140
								3183	1.41023868
								3184	1.41023868
								3185	5.25850592
								3186	1.48533494
								3187	1.71609329
								3188	1.48533494
								3189	1.71609329
								3190	1.48533494
								3191	5.25850592
								3192	1.41023868
								3193	1.48533494
								3194	1.48533494
								3195	1.48533494
								3196	1.71609329
								3197	5.68353765
								3198	1.41023868
								3199	1.71609329
								3200	4.33981954
								3201	1.41023868
								3202	5.11037400
								3203	1.41023868
								3204	6.25780816
								3205	1.48533494
								3206	1.41023868
								3207	1.48533494
								3208	1.41023868
								3209	1.41023868
								3210	2.22615249
								3211	1.41023868
								3212	7.53932453
								3213	6.51048470
								3214	1.41023868
								3215	1.48533494
								3216	7.54342373
								3217	4.58680797
								3218	6.51048470
								3219	1.71609329
								3220	2.22615249
								3221	1.41023868
								3222	5.44161640
								3223	1.71609329
								3224	6.75032679
								3225	7.39402450
								3226	1.71609329
								3227	1.48533494
								3228	1.48533494
								3229	1.71609329
								3230	6.09597627
								3231	1.48533494
								3232	1.48533494
								3233	1.41023868
								3234	12.06371954
								3235	1.48533494
								3236	6.25780816
								3237	1.71609329
								3238	2.22615249
								3239	7.53932453
								3240	1.48533494
								3241	1.48533494
								3242	4.45188375
								3243	6.32381087
								3244	1.71609329
								3245	6.09597627
								3246	2.22615249
								3247	1.48533494
								3248	6.03714691
								3249	6.25780816
								3250	1.71609329
								3251	1.41023868
								3252	1.41023868
								3253	1.71609329
								3254	1.41023868
								3255	1.71609329
								3256	2.22615249
								3257	1.41023868
								3258	1.71609329
								3259	1.71609329
								3260	1.71609329
								3261	1.41023868
								3262	1.71609329
								3263	1.48533494
								3264	1.71609329
								3265	1.48533494
								3266	7.60387421
								3267	1.41023868
								3268	1.48533494
								3269	1.41023868
								3270	6.03714691
								3271	1.71609329
								3272	1.41023868
								3273	2.22615249
								3274	1.48533494
								3275	1.41023868
								3276	2.22615249
								3277	1.41023868
								3278	6.09597627
								3279	1.41023868
								3280	1.48533494
								3281	1.48533494
								3282	1.41023868
								3283	1.41023868
								3284	4.33981954
								3285	1.48533494
								3286	2.22615249
								3287	7.08777843
								3288	4.74011794
								3289	1.48533494
								3290	5.25850592
								3291	1.48533494
								3292	1.48533494
								3293	1.48533494
								3294	1.71609329
								3295	1.71609329
								3296	1.48533494
								3297	2.22615249
								3298	1.41023868
								3299	1.48533494
								3300	1.48533494
								3301	1.71609329
								3302	6.04225680
								3303	6.99342671
								3304	1.48533494
								3305	6.48836557
								3306	2.22615249
								3307	1.41023868
								3308	1.41023868
								3309	2.22615249
								3310	2.22615249
								3311	5.72558926
								3312	2.22615249
								3313	1.41023868
								3314	7.23362592
								3315	1.71609329
								3316	1.48533494
								3317	9.18925013
								3318	2.22615249
								3319	1.41023868
								3320	1.41023868
								3321	4.33981954
								3322	1.71609329
								3323	1.41023868
								3324	2.22615249
								3325	1.71609329
								3326	4.45188375
								3327	1.71609329
								3328	1.48533494
								3329	1.41023868
								3330	2.22615249
								3331	2.22615249
								3332	6.35390951
								3333	1.71609329
								3334	1.71609329
								3335	6.47346397
								3336	1.41023868
								3337	1.41023868
								3338	6.03714691
								3339	1.41023868
								3340	5.02512084
								3341	8.69925659
								3342	2.22615249
								3343	1.41023868
								3344	5.54140522
								3345	1.71609329
								3346	1.41023868
								3347	6.54878340
								3348	2.22615249
								3349	1.48533494
								3350	4.33981954
								3351	2.22615249
								3352	1.48533494
								3353	8.72453753
								3354	2.22615249
								3355	2.22615249
								3356	1.48533494
								3357	1.48533494
								3358	1.48533494
								3359	7.45273854
								3360	1.71609329
								3361	1.71609329
								3362	5.25850592
								3363	2.22615249
								3364	1.48533494
								3365	1.48533494
								3366	1.48533494
								3367	1.71609329
								3368	1.41023868
								3369	1.71609329
								3370	1.71609329
								3371	5.11037400
								3372	1.71609329
								3373	1.71609329
								3374	1.48533494
								3375	1.41023868
								3376	1.71609329
								3377	1.41023868
								3378	2.22615249
								3379	1.48533494
								3380	1.48533494
								3381	2.22615249
								3382	1.41023868
								3383	5.39740323
								3384	1.71609329
								3385	1.41023868
								3386	4.33981954
								3387	4.62823959
								3388	6.54878340
								3389	1.41023868
