Tree	-lnL	R(a)	R(b)	R(c)	R(d)	R(e)	gamma shape	Site	-lnL
								240	1.78415255
								241	1.78415255
								242	1.29752421
								243	2.06662933
								244	1.53795012
								245	1.29752421
								246	1.29752421
								247	1.78415255
								248	4.79427039
								249	1.29752421
								250	1.29752421
								251	1.53795012
								252	2.06662933
								253	1.29752421
								254	1.29752421
								255	1.29752421
								256	2.06662933
								257	1.78415255
								258	1.78415255
								259	4.66473600
								260	1.29752421
								261	1.29752421
								262	1.53795012
								263	1.78415255
								264	1.29752421
								265	1.29752421
								266	2.06662933
								267	1.53795012
								268	6.90271889
								269	1.29752421
								270	4.66473600
								271	4.59094710
								272	1.53795012
								273	4.46167635
								274	1.29752421
								275	4.79427039
								276	1.53795012
								277	1.53795012
								278	5.84616750
								279	5.60694774
								280	1.29752421
								281	2.06662933
								282	2.06662933
								283	2.06662933
								284	4.66473600
								285	1.78415255
								286	2.06662933
								287	2.06662933
								288	1.78415255
								289	1.53795012
								290	1.29752421
								291	1.29752421
								292	5.10034502
								293	1.78415255
								294	1.78415255
								295	1.53795012
								296	2.06662933
								297	1.78415255
								298	2.06662933
								299	1.53795012
								300	1.53795012
								301	1.29752421
								302	2.06662933
								303	1.53795012
								304	5.60694774
								305	1.29752421
								306	1.53795012
								307	1.53795012
								308	2.06662933
								309	1.53795012
								310	2.06662933
								311	2.06662933
								312	1.78415255
								313	1.53795012
								314	1.29752421
								315	4.33036450
								316	1.29752421
								317	1.53795012
								318	2.06662933
								319	1.29752421
								320	1.78415255
								321	1.78415255
								322	1.29752421
								323	4.79427039
								324	1.53795012
								325	1.53795012
								326	1.53795012
								327	5.84856587
								328	1.29752421
								329	2.06662933
								330	5.53443160
								331	5.18016325
								332	1.29752421
								333	1.29752421
								334	1.78415255
								335	1.29752421
								336	2.06662933
								337	1.29752421
								338	5.82974952
								339	8.97349603
								340	6.27764075
								341	1.53795012
								342	2.06662933
								343	2.06662933
								344	1.53795012
								345	2.06662933
								346	1.78415255
								347	1.29752421
								348	4.79427039
								349	1.29752421
								350	2.06662933
								351	1.29752421
								352	2.06662933
								353	1.78415255
								354	2.06662933
								355	1.78415255
								356	1.78415255
								357	1.78415255
								358	1.78415255
								359	1.29752421
								360	2.06662933
								361	1.29752421
								362	3.82784072
								363	3.82784072
								364	3.82784072
								365	1.51293814
								366	5.90984062
								367	1.53795012
								368	1.53795012
								369	1.53795012
								370	4.33036450
								371	1.29752421
								372	1.29752421
								373	1.78415255
								374	1.29752421
								375	1.29752421
								376	1.29752421
								377	2.06662933
								378	1.53795012
								379	1.78415255
								380	1.29752421
								381	1.29752421
								382	4.59094710
								383	5.84856587
								384	6.23182953
								385	4.46167635
								386	4.51571098
								387	1.29752421
								388	4.33036450
								389	1.53795012
								390	4.46167635
								391	4.81571789
								392	1.29752421
								393	2.06662933
								394	1.78415255
								395	4.46167635
								396	2.06662933
								397	1.78415255
								398	1.29752421
								399	4.79427039
								400	1.29752421
								401	1.29752421
								402	1.29752421
								403	1.29752421
								404	1.53795012
								405	1.78415255
								406	4.51571098
								407	7.38093904
								408	4.59094710
								409	2.06662933
								410	6.67282144
								411	1.78415255
								412	5.05527093
								413	5.84856587
								414	5.83670405
								415	1.29752421
								416	6.20946949
								417	1.29752421
								418	1.29752421
								419	1.29752421
								420	1.29752421
								421	1.78415255
								422	1.29752421
								423	5.94978358
								424	1.29752421
								425	1.53795012
								426	1.78415255
								427	1.29752421
								428	1.53795012
								429	2.06662933
								430	1.29752421
								431	1.29752421
								432	1.29752421
								433	2.06662933
								434	1.78415255
								435	2.06662933
								436	2.06662933
								437	1.53795012
								438	1.78415255
								439	1.78415255
								440	1.78415255
								441	1.29752421
								442	1.29752421
								443	6.27764075
								444	1.29752421
								445	6.53548891
								446	5.84856587
								447	1.78415255
								448	1.53795012
								449	1.78415255
								450	2.06662933
								451	1.29752421
								452	1.29752421
								453	6.54732417
								454	1.29752421
								455	1.53795012
								456	1.29752421
								457	1.53795012
								458	1.29752421
								459	1.29752421
								460	1.78415255
								461	1.29752421
								462	2.06662933
								463	1.53795012
								464	1.78415255
								465	4.59094710
								466	5.65435731
								467	2.06662933
								468	1.29752421
								469	1.53795012
								470	1.53795012
								471	1.53795012
								472	1.29752421
								473	1.29752421
								474	1.29752421
								475	1.53795012
								476	1.78415255
								477	2.06662933
								478	2.06662933
								479	2.06662933
								480	1.29752421
								481	1.78415255
								482	1.78415255
								483	1.29752421
								484	2.06662933
								485	1.29752421
								486	1.78415255
								487	1.29752421
								488	1.53795012
								489	1.53795012
								490	1.53795012
								491	1.53795012
								492	1.29752421
								493	1.53795012
								494	1.78415255
								495	1.29752421
								496	1.78415255
								497	2.06662933
								498	1.53795012
								499	5.53443160
								500	4.46167635
								501	1.29752421
								502	2.06662933
								503	1.53795012
								504	1.53795012
								505	1.53795012
								506	1.78415255
								507	1.29752421
								508	1.29752421
								509	1.29752421
								510	1.53795012
								511	5.83670405
								512	1.78415255
								513	4.51571098
								514	1.29752421
								515	1.29752421
								516	1.53795012
								517	1.29752421
								518	2.06662933
								519	1.78415255
								520	4.46167635
								521	4.79427039
								522	1.29752421
								523	1.29752421
								524	1.78415255
								525	6.69957292
								526	1.29752421
								527	1.29752421
								528	1.53795012
								529	1.29752421
								530	1.29752421
								531	7.14166135
								532	1.29752421
								533	1.53795012
								534	1.78415255
								535	2.06662933
								536	1.53795012
								537	1.78415255
								538	1.53795012
								539	2.06662933
								540	1.53795012
								541	1.53795012
								542	1.29752421
								543	2.06662933
								544	1.29752421
								545	1.29752421
								546	1.53795012
								547	1.29752421
								548	1.53795012
								549	1.78415255
								550	1.29752421
								551	1.53795012
								552	2.06662933
								553	1.29752421
								554	2.06662933
								555	1.53795012
								556	6.16162147
								557	1.29752421
								558	1.53795012
								559	1.29752421
								560	2.06662933
								561	1.53795012
								562	1.78415255
								563	1.78415255
								564	1.29752421
								565	1.29752421
								566	1.29752421
								567	1.29752421
								568	6.16162147
								569	1.78415255
								570	1.53795012
								571	1.29752421
								572	1.29752421
								573	1.29752421
								574	2.06662933
								575	2.06662933
								576	1.29752421
								577	1.53795012
								578	1.53795012
								579	1.78415255
								580	2.06662933
								581	2.06662933
								582	1.53795012
								583	2.06662933
								584	2.06662933
								585	1.78415255
								586	2.06662933
								587	1.53795012
								588	1.78415255
								589	1.78415255
								590	1.53795012
								591	1.29752421
								592	6.19455795
								593	1.29752421
								594	5.10034502
								595	1.53795012
								596	1.53795012
								597	5.34232853
								598	5.10034502
								599	1.53795012
								600	1.78415255
								601	1.29752421
								602	2.06662933
								603	1.29752421
								604	2.06662933
								605	2.06662933
								606	1.29752421
								607	2.06662933
								608	1.53795012
								609	1.53795012
								610	1.78415255
								611	2.06662933
								612	1.78415255
								613	4.46167635
								614	1.53795012
								615	1.78415255
								616	4.81571789
								617	1.78415255
								618	1.29752421
								619	1.29752421
								620	1.78415255
								621	1.53795012
								622	2.06662933
								623	1.29752421
								624	1.78415255
								625	1.29752421
								626	1.29752421
								627	1.29752421
								628	1.53795012
								629	1.53795012
								630	1.53795012
								631	1.53795012
								632	2.06662933
								633	6.33853360
								634	1.78415255
								635	1.53795012
								636	1.29752421
								637	1.29752421
								638	1.53795012
								639	1.53795012
								640	1.78415255
								641	1.53795012
								642	1.29752421
								643	1.53795012
								644	1.53795012
								645	5.91819738
								646	4.33036450
								647	1.53795012
								648	4.66473600
								649	1.53795012
								650	1.78415255
								651	1.78415255
								652	2.06662933
								653	1.53795012
								654	1.78415255
								655	1.53795012
								656	1.29752421
								657	2.06662933
								658	1.53795012
								659	1.53795012
								660	1.78415255
								661	1.29752421
								662	1.78415255
								663	1.29752421
								664	1.78415255
								665	1.29752421
								666	1.53795012
								667	1.53795012
								668	2.06662933
								669	1.53795012
								670	1.53795012
								671	1.29752421
								672	1.78415255
								673	1.53795012
								674	1.78415255
								675	1.78415255
								676	1.53795012
								677	1.29752421
								678	2.06662933
								679	1.53795012
								680	1.29752421
								681	1.29752421
								682	1.29752421
								683	1.53795012
								684	1.53795012
								685	1.53795012
								686	1.78415255
								687	2.06662933
								688	1.29752421
								689	6.19455795
								690	4.81571789
								691	1.29752421
								692	1.29752421
								693	2.06662933
								694	2.06662933
								695	5.60694774
								696	6.29694748
								697	1.29752421
								698	4.33036450
								699	4.79427039
								700	1.29752421
								701	1.29752421
								702	2.06662933
								703	1.78415255
								704	1.29752421
								705	1.29752421
								706	2.06662933
								707	1.53795012
								708	6.89169963
								709	1.53795012
								710	1.29752421
								711	1.29752421
								712	5.53248067
								713	5.10034502
								714	1.29752421
								715	1.53795012
								716	1.53795012
								717	1.53795012
								718	1.29752421
								719	1.53795012
								720	4.81571789
								721	1.78415255
								722	1.29752421
								723	1.29752421
								724	5.91819738
								725	2.06662933
								726	1.29752421
								727	1.53795012
								728	2.06662933
								729	1.78415255
								730	1.78415255
								731	1.29752421
								732	2.06662933
								733	2.06662933
								734	1.78415255
								735	1.53795012
								736	1.29752421
								737	1.29752421
								738	2.06662933
								739	2.06662933
								740	1.78415255
								741	2.06662933
								742	1.78415255
								743	1.29752421
								744	2.06662933
								745	1.53795012
								746	1.53795012
								747	5.60694774
								748	1.29752421
								749	1.78415255
								750	2.06662933
								751	4.79427039
								752	5.05527093
								753	4.81571789
								754	1.78415255
								755	2.06662933
								756	2.06662933
								757	8.40858321
								758	1.29752421
								759	1.29752421
								760	2.06662933
								761	1.29752421
								762	4.59094710
								763	1.29752421
								764	1.78415255
								765	2.06662933
								766	2.06662933
								767	2.06662933
								768	1.53795012
								769	1.78415255
								770	1.29752421
								771	1.53795012
								772	1.29752421
								773	1.78415255
								774	1.78415255
								775	1.78415255
								776	1.78415255
								777	1.53795012
								778	1.78415255
								779	1.29752421
								780	4.33036450
								781	10.61995344
								782	6.27764075
								783	1.53795012
								784	1.29752421
								785	2.06662933
								786	1.29752421
								787	1.29752421
								788	1.29752421
								789	1.29752421
								790	5.60694774
								791	4.46167635
								792	1.29752421
								793	1.53795012
								794	2.06662933
								795	1.29752421
								796	1.78415255
								797	1.29752421
								798	5.94978358
								799	1.53795012
								800	1.53795012
								801	1.53795012
								802	1.78415255
								803	5.10034502
								804	1.29752421
								805	1.78415255
								806	2.06662933
								807	1.29752421
								808	1.29752421
								809	1.29752421
								810	4.51571098
								811	6.90271889
								812	1.78415255
								813	5.82974952
								814	1.29752421
								815	5.05527093
								816	1.26294399
								817	2.06662933
								818	2.06662933
								819	1.78415255
								820	7.37982182
								821	2.06662933
								822	1.29752421
								823	1.29752421
								824	2.06662933
								825	2.06662933
								826	6.78940558
								827	2.06662933
								828	2.06662933
								829	1.29752421
								830	1.78415255
								831	1.78415255
								832	1.78415255
								833	1.29752421
								834	2.06662933
								835	1.53795012
								836	1.29752421
								837	2.06662933
								838	1.78415255
								839	1.29752421
								840	1.29752421
								841	1.29752421
								842	4.33036450
								843	1.78415255
								844	1.29752421
								845	1.29752421
								846	2.06662933
								847	1.29752421
								848	4.81571789
								849	1.78415255
								850	1.29752421
								851	2.06662933
								852	1.29752421
								853	2.06662933
								854	1.78415255
								855	2.06662933
								856	1.53795012
								857	1.78415255
								858	1.78415255
								859	1.29752421
								860	2.06662933
								861	1.78415255
								862	1.78415255
								863	2.06662933
								864	1.29752421
								865	1.29752421
								866	1.53795012
								867	1.29752421
								868	5.53248067
								869	2.06662933
								870	2.06662933
								871	1.53795012
								872	1.53795012
								873	1.53795012
								874	1.78415255
								875	2.06662933
								876	1.29752421
								877	1.29752421
								878	2.06662933
								879	1.53795012
								880	2.06662933
								881	1.53795012
								882	2.06662933
								883	1.78415255
								884	1.29752421
								885	1.53795012
								886	1.29752421
								887	1.53795012
								888	1.29752421
								889	1.53795012
								890	1.53795012
								891	2.06662933
								892	1.53795012
								893	1.53795012
								894	1.53795012
								895	2.06662933
								896	1.78415255
								897	1.53795012
								898	1.29752421
								899	1.53795012
								900	1.53795012
								901	1.53795012
								902	1.78415255
								903	1.53795012
								904	4.51571098
								905	1.78415255
								906	1.53795012
								907	1.29752421
								908	1.29752421
								909	2.06662933
								910	4.46167635
								911	1.29752421
								912	1.78415255
								913	1.29752421
								914	5.18016325
								915	1.78415255
								916	1.78415255
								917	1.53795012
								918	1.29752421
								919	4.79427039
								920	5.82974952
								921	2.06662933
								922	5.53248067
								923	6.10082221
								924	6.65416005
								925	5.84856587
								926	6.68831761
								927	5.10034502
								928	1.78415255
								929	1.29752421
								930	1.29752421
								931	1.53795012
								932	1.47682209
								933	1.78415255
								934	1.29752421
								935	1.29752421
								936	1.29752421
								937	10.72842786
								938	6.16162147
								939	1.53795012
								940	4.33036450
								941	1.53795012
								942	5.10034502
								943	1.29752421
								944	5.60694774
								945	2.06662933
								946	1.53795012
								947	1.29752421
								948	1.78415255
								949	6.03761038
								950	1.78415255
								951	1.29752421
								952	1.78415255
								953	4.59094710
								954	1.78415255
								955	1.29752421
								956	2.06662933
								957	1.29752421
								958	5.05527093
								959	2.06662933
								960	1.29752421
								961	2.06662933
								962	4.79427039
								963	5.34232853
								964	1.29752421
								965	1.29752421
								966	2.06662933
								967	1.78415255
								968	1.53795012
								969	2.06662933
								970	1.78415255
								971	1.29752421
								972	1.29752421
								973	1.53795012
								974	1.29752421
								975	1.78415255
								976	2.06662933
								977	2.06662933
								978	1.78415255
								979	1.29752421
								980	1.29752421
								981	2.06662933
								982	4.66473600
								983	2.06662933
								984	1.78415255
								985	1.29752421
								986	1.53795012
								987	1.78415255
								988	2.06662933
								989	2.06662933
								990	1.29752421
								991	1.29752421
								992	1.29752421
								993	2.06662933
								994	1.78415255
								995	2.06662933
								996	1.53795012
								997	4.79427039
								998	1.53795012
								999	1.78415255
								1000	1.78415255
								1001	2.06662933
								1002	2.06662933
								1003	1.29752421
								1004	1.53795012
								1005	4.81571789
								1006	1.29752421
								1007	1.29752421
								1008	1.53795012
								1009	1.53795012
								1010	1.29752421
								1011	4.81571789
								1012	4.59094710
								1013	2.06662933
								1014	7.08867101
								1015	2.06662933
								1016	1.78415255
								1017	1.29752421
								1018	2.06662933
								1019	1.53795012
								1020	1.78415255
								1021	1.78415255
								1022	1.29752421
								1023	1.29752421
								1024	4.51571098
								1025	1.29752421
								1026	5.60694774
								1027	1.29752421
								1028	1.29752421
								1029	1.29752421
								1030	2.06662933
								1031	1.53795012
								1032	1.29752421
								1033	1.53795012
								1034	1.53795012
								1035	1.53795012
								1036	5.82974952
								1037	5.82974952
								1038	1.53795012
								1039	1.78415255
								1040	1.78415255
								1041	1.29752421
								1042	1.53795012
								1043	1.29752421
								1044	1.53795012
								1045	5.10034502
								1046	4.46167635
								1047	5.82974952
								1048	2.06662933
								1049	2.06662933
								1050	1.29752421
								1051	2.06662933
								1052	1.29752421
								1053	1.78415255
								1054	1.78415255
								1055	1.78415255
								1056	1.53795012
								1057	1.29752421
								1058	1.29752421
								1059	5.18016325
								1060	1.78415255
								1061	5.25495068
								1062	1.29752421
								1063	1.29752421
								1064	1.53795012
								1065	4.66473600
								1066	1.78415255
								1067	2.06662933
								1068	1.29752421
								1069	1.53795012
								1070	1.53795012
								1071	10.76510026
								1072	1.53795012
								1073	4.46167635
								1074	1.53795012
								1075	1.78415255
								1076	2.06662933
								1077	1.29752421
								1078	2.06662933
								1079	1.53795012
								1080	10.02732872
								1081	1.29752421
								1082	1.29752421
								1083	8.20205208
								1084	1.53795012
								1085	1.53795012
								1086	1.78415255
								1087	1.29752421
								1088	2.06662933
								1089	1.53795012
								1090	1.53795012
								1091	1.53795012
								1092	1.53795012
								1093	4.79427039
								1094	1.29752421
								1095	1.29752421
								1096	4.33036450
								1097	1.53795012
								1098	6.16162147
								1099	10.26750748
								1100	6.42668848
								1101	6.19455795
								1102	1.53795012
								1103	6.16162147
								1104	1.29752421
								1105	5.60694774
								1106	7.37982182
								1107	6.68831761
								1108	1.78415255
								1109	1.29752421
								1110	1.53795012
								1111	1.78415255
								1112	1.29752421
								1113	4.33036450
								1114	1.53795012
								1115	1.29752421
								1116	5.94978358
								1117	4.59094710
								1118	1.47682209
								1119	1.29752421
								1120	1.29752421
								1121	1.53795012
								1122	8.10198672
								1123	1.78415255
								1124	4.46167635
								1125	1.29752421
								1126	5.94978358
								1127	5.34232853
								1128	1.53795012
								1129	1.29752421
								1130	1.29752421
								1131	1.29752421
								1132	1.53795012
								1133	1.53795012
								1134	1.29752421
								1135	1.78415255
								1136	1.78415255
								1137	4.66473600
								1138	1.29752421
								1139	1.53795012
								1140	1.53795012
								1141	1.53795012
								1142	4.59094710
								1143	6.33853360
								1144	4.79427039
								1145	5.10034502
								1146	1.29752421
								1147	1.29752421
								1148	1.29752421
								1149	2.06662933
								1150	1.78415255
								1151	1.29752421
								1152	1.78415255
								1153	1.29752421
								1154	2.06662933
								1155	2.06662933
								1156	1.53795012
								1157	2.06662933
								1158	1.29752421
								1159	1.78415255
								1160	1.29752421
								1161	2.06662933
								1162	1.29752421
								1163	1.29752421
								1164	1.29752421
								1165	1.78415255
								1166	1.78415255
								1167	5.53248067
								1168	1.26294399
								1169	9.25046507
								1170	1.29752421
								1171	1.29752421
								1172	11.82723656
								1173	5.34232853
								1174	6.56917767
								1175	2.06662933
								1176	2.06662933
								1177	1.53795012
								1178	2.06662933
								1179	1.53795012
								1180	1.29752421
								1181	1.29752421
								1182	1.78415255
								1183	1.29752421
								1184	2.06662933
								1185	1.29752421
								1186	5.80529412
								1187	4.79427039
								1188	5.10034502
								1189	1.29752421
								1190	2.06662933
								1191	1.78415255
								1192	1.29752421
								1193	1.53795012
								1194	1.53795012
								1195	2.06662933
								1196	1.53795012
								1197	1.29752421
								1198	1.29752421
								1199	2.06662933
								1200	2.06662933
								1201	2.06662933
								1202	1.29752421
								1203	1.29752421
								1204	1.29752421
								1205	2.06662933
								1206	1.29752421
								1207	1.78415255
								1208	2.06662933
								1209	8.76664474
								1210	5.10034502
								1211	4.79427039
								1212	7.64390530
								1213	4.59094710
								1214	7.25815897
								1215	1.53795012
								1216	1.53795012
								1217	1.29752421
								1218	1.29752421
								1219	2.06662933
								1220	1.53795012
								1221	1.29752421
								1222	6.03761038
								1223	5.65435731
								1224	1.29752421
								1225	8.54137192
								1226	1.29752421
								1227	5.63629095
								1228	1.29752421
								1229	2.06662933
								1230	1.53795012
								1231	1.29752421
								1232	1.29752421
								1233	4.81571789
								1234	2.06662933
								1235	1.29752421
								1236	5.18016325
								1237	6.78940558
								1238	1.29752421
								1239	1.29752421
								1240	1.53795012
								1241	1.53795012
								1242	1.53795012
								1243	1.53795012
								1244	1.78415255
								1245	6.27155781
								1246	1.78415255
								1247	1.29752421
								1248	1.53795012
								1249	1.53795012
								1250	1.78415255
								1251	1.78415255
								1252	6.65416005
								1253	4.66473600
								1254	2.06662933
								1255	1.53795012
								1256	1.29752421
								1257	1.78415255
								1258	1.29752421
								1259	1.29752421
								1260	1.78415255
								1261	2.06662933
								1262	1.29752421
								1263	1.29752421
								1264	1.78415255
								1265	1.78415255
								1266	1.29752421
								1267	1.29752421
								1268	1.53795012
								1269	1.78415255
								1270	1.29752421
								1271	2.06662933
								1272	1.29752421
								1273	5.84856587
								1274	1.29752421
								1275	5.10034502
								1276	1.29752421
								1277	1.29752421
								1278	1.53795012
								1279	1.78415255
								1280	1.78415255
								1281	6.78940558
								1282	2.06662933
								1283	1.53795012
								1284	1.29752421
								1285	1.29752421
								1286	7.98035751
								1287	2.06662933
								1288	1.29752421
								1289	2.06662933
								1290	4.59094710
								1291	8.97349603
								1292	1.53795012
								1293	1.53795012
								1294	7.18823338
								1295	1.29752421
								1296	1.29752421
								1297	2.06662933
								1298	1.53795012
								1299	4.66473600
								1300	1.29752421
								1301	1.29752421
								1302	2.06662933
								1303	1.29752421
								1304	8.40858321
								1305	1.53795012
								1306	1.53795012
								1307	1.53795012
								1308	1.53795012
								1309	2.06662933
								1310	1.29752421
								1311	1.29752421
								1312	1.29752421
								1313	1.53795012
								1314	1.53795012
								1315	1.29752421
								1316	2.06662933
								1317	1.29752421
								1318	1.53795012
								1319	2.06662933
								1320	1.29752421
								1321	2.06662933
								1322	1.53795012
								1323	1.78415255
								1324	1.29752421
								1325	1.53795012
								1326	1.53795012
								1327	4.66473600
								1328	1.29752421
								1329	6.61988822
								1330	5.05527093
								1331	1.29752421
								1332	1.29752421
								1333	1.53795012
								1334	5.84856587
								1335	2.06662933
								1336	1.53795012
								1337	1.78415255
								1338	4.59094710
								1339	1.29752421
								1340	1.29752421
								1341	1.29752421
								1342	2.06662933
								1343	1.29752421
								1344	2.06662933
								1345	1.53795012
								1346	4.79427039
								1347	1.53795012
								1348	1.29752421
								1349	1.53795012
								1350	1.53795012
								1351	1.53795012
								1352	2.06662933
								1353	1.78415255
								1354	1.53795012
								1355	1.78415255
								1356	1.29752421
								1357	1.78415255
								1358	2.06662933
								1359	1.78415255
								1360	4.79427039
								1361	2.06662933
								1362	1.53795012
								1363	1.29752421
								1364	1.29752421
								1365	1.29752421
								1366	1.29752421
								1367	1.78415255
								1368	1.29752421
								1369	2.06662933
								1370	1.78415255
								1371	2.06662933
								1372	2.06662933
								1373	2.06662933
								1374	1.29752421
								1375	1.29752421
								1376	2.06662933
								1377	1.29752421
								1378	1.78415255
								1379	1.78415255
								1380	6.19455795
								1381	6.99199182
								1382	1.78415255
								1383	4.79427039
								1384	2.06662933
								1385	2.06662933
								1386	7.08867101
								1387	6.61988822
								1388	2.06662933
								1389	1.29752421
								1390	2.06662933
								1391	2.06662933
								1392	4.33036450
								1393	2.06662933
								1394	1.29752421
								1395	1.53795012
								1396	1.29752421
								1397	1.29752421
								1398	4.59094710
								1399	1.53795012
								1400	1.53795012
								1401	7.08867101
								1402	6.61988822
								1403	5.60694774
								1404	1.53795012
								1405	2.06662933
								1406	1.29752421
								1407	2.06662933
								1408	1.53795012
								1409	1.53795012
								1410	1.78415255
								1411	2.06662933
								1412	2.06662933
								1413	4.46167635
								1414	2.06662933
								1415	1.29752421
								1416	1.78415255
								1417	1.29752421
								1418	2.06662933
								1419	1.53795012
								1420	1.78415255
								1421	2.06662933
								1422	2.06662933
								1423	1.78415255
								1424	1.78415255
								1425	2.06662933
								1426	1.78415255
								1427	1.53795012
								1428	1.53795012
								1429	1.29752421
								1430	1.29752421
								1431	2.06662933
								1432	1.29752421
								1433	6.03761038
								1434	1.29752421
								1435	2.06662933
								1436	1.29752421
								1437	1.29752421
								1438	1.78415255
								1439	1.53795012
								1440	1.78415255
								1441	1.78415255
								1442	1.29752421
								1443	2.06662933
								1444	1.78415255
								1445	1.78415255
								1446	1.53795012
								1447	1.29752421
								1448	1.29752421
								1449	1.53795012
								1450	1.78415255
								1451	1.78415255
								1452	1.78415255
								1453	1.29752421
								1454	1.29752421
								1455	1.29752421
								1456	1.78415255
								1457	4.46167635
								1458	1.78415255
								1459	5.94978358
								1460	1.53795012
								1461	4.51571098
								1462	6.65416005
								1463	4.59094710
								1464	4.33036450
								1465	1.29752421
								1466	2.06662933
								1467	1.29752421
								1468	4.79427039
								1469	4.51571098
								1470	1.53795012
								1471	1.53795012
								1472	4.49557424
								1473	5.70991720
								1474	1.29752421
								1475	1.29752421
								1476	1.78415255
								1477	1.53795012
								1478	4.33036450
								1479	6.20946949
								1480	1.53795012
								1481	6.90271889
								1482	6.29694748
								1483	2.06662933
								1484	1.78415255
								1485	1.29752421
								1486	1.29752421
								1487	1.29752421
								1488	1.78415255
								1489	1.78415255
								1490	1.78415255
